,id,title,daoId,juniorDescription,middleDescription,seniorDescription,startAt,endAt,author,createdAt,snapshotId,discussionLink,snapshotLink,userId,issueNumber,seniorLength,middleLength,juniorLength,sum_sent_count,text_sent_count,sum_word_count,text_word_count,sum_char_count,text_char_count,sum_word_density,text_word_density,sum_sent_density,text_sent_density,sum_punc_count,text_punc_count,text_stopw_count,sum_stopw_count,sum_stopw_density,text_stopw_density,GPT4_summary,GPT3_5_turbo_summary
596,711,[TEMP CHECK] Polygon v2 to v3 Liquidity Migration,3,This proposal seeks to encourage the migration from Polygon v2 to v3 by taking advantage of the multi-token liquidity mining program on Polygon v3. It suggests increasing borrowing costs on Aave v...,This proposal seeks to encourage the migration from Polygon v2 to v3 by taking advantage of the multi-token liquidity mining program on Polygon v3. It suggests increasing borrowing costs on Aave v...,--- title: [TEMP CHECK] Polygon v2 to v3 Liquidity Migration. Author: TokenLogic @MatthewGraham. Dated: 2023-03-18. --- Simple Summary. TokenLogic presents an opportunity to help kick start the mi...,1679900400000,1680206400000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1679837408290,0x478169c0840488588b31d7e23b889b5f9442057db9c7a5b9b6cfdd61fe7108ff,https://governance.aave.com/t/temp-check-polygon-v2-to-v3-liquidity-migration/12350,https://snapshot.org/#/aave.eth/proposal/0x478169c0840488588b31d7e23b889b5f9442057db9c7a5b9b6cfdd61fe7108ff,,633.0,9745,751,750,4,84,127,1581,625,8174,0.202875,0.193394,0.031250,0.053097,8,234,602,54,0.421875,0.380531,"This proposal aims to encourage users of decentralized lending platform Aave's v2 deployment on Polygon to migrate to v3, leveraging an upcoming wave of liquidity mining rewards. TokenLogic propos...","This proposal suggests making changes to the Aave platform on Polygon to encourage users to migrate from v2 to v3. Currently, most liquidity is stored in the outdated v2 deployment, but with the u..."
597,712,[ARFC] Deploy aCRV & CRV to veCRV,3,"This proposal is about Aave deciding how to manage its CRV holdings. There are three options presented for consideration: veCRV, st-yCRV and sdCRV. Option 1) has the lowest risk and allows Aave to...","This proposal is about Aave deciding how to manage its CRV holdings. There are three options presented for consideration: veCRV, st-yCRV and sdCRV. Option 1) has the lowest risk and allows Aave to...",- - - title: [ARFC] Deploy aCRV & CRV to veCRV. author: @llamaxyz - TokenLogic & @Dydymoon. date: 2023.02.09. - - - Simple Summary. This proposal presents Aave with thr options for managing the CR...,1679900400000,1680206400000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1679840105677,0xf92c5647c7f60a4a3db994b4953fc4408f5946cafdc0cebcd4c5924f40e04d36,https://governance.aave.com/t/arfc-deploy-acrv-crv-to-vecrv/11628,https://snapshot.org/#/aave.eth/proposal/0xf92c5647c7f60a4a3db994b4953fc4408f5946cafdc0cebcd4c5924f40e04d36,,634.0,11784,731,731,4,95,122,1979,611,9831,0.199346,0.201282,0.032520,0.047980,16,339,661,46,0.373984,0.333838,The proposal is discussing how the Aave platform should manage its holdings of approximately 696k CRV (Curve Finance tokens) across Ethereum and Polygon networks for maximum yield and governance i...,"This proposal suggests three options for managing Aave's CRV holdings. Option 1 is to lock the CRV in veCRV via Curve Finance, which offers low risk, governance control, and direct CRV emissions. ..."
598,713,2023-03 IMC Membership Selection (per RPIP-10),15,This passage is about a vote that will select nine members to be part of the Incentives Management Committee (IMC) The method for doing so can be found in RPIP-10. People interested in participati...,This passage is about a vote that will select nine members to be part of the Incentives Management Committee (IMC). The method for doing so can be found in RPIP-10. People interested in participat...,This vote will select nine members as the Incentives Management Committee (IMC; defined in RPIP-11) per the method in RPIP-10. See [the forum]([link]) for: - Nominee information statements. - Supp...,1679883689000,1681093289000,0x87D92E016B0e93ec59b65086a85b1719F09992e0,1679884210153,0x19504a2bc3ac5b2b4fe9f54ef08ca23656fb4f6e678d17adb68c82d3bdf369af,https://dao.rocketpool.net/t/2023-03-imc-members-selection/1622,https://snapshot.org/#/rocketpool-dao.eth/proposal/0x19504a2bc3ac5b2b4fe9f54ef08ca23656fb4f6e678d17adb68c82d3bdf369af,,635.0,273,432,431,3,4,70,39,363,235,0.192308,0.165254,0.042254,0.100000,9,19,10,31,0.436620,0.250000,"This vote will choose nine people to be on the Incentives Management Committee (IMC), as detailed in document RPIP-11, using the process outlined in document RPIP-10. You can visit the linked foru...","This vote is to choose nine people for the Incentives Management Committee (IMC). The selection process follows the method stated in RPIP-10. You can find more details, such as statements from the..."
599,714,[TEMP CHECK] - Aave V1 Offboarding Plan,3,"This proposal is about offboarding Aave V1, which has been frozen since December 2022. The plan involves implementing rate strategies across all assets listed on Aave V1 to make borrowing and supp...","This proposal is about offboarding Aave V1, which has been frozen since December 2022. The plan involves implementing rate strategies across all assets listed on Aave V1 to make borrowing and supp...",Title: [TEMP CHECK] - Aave V1 Offboarding Plan. Author: @marczeller - Aave-Chan Initiative. Date: 2023-03-17. Simple Summary This Temperature Check proposes the offboarding of Aave V1 by implement...,1679990400000,1680249600000,0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,1679898610002,0xb0bfe6dcf39287e5af18fcd0cc3ed80506314a2f89735379d597f430ae5bd5c7,https://governance.aave.com/t/temp-check-aave-v1-offboarding-plan/12340,https://snapshot.org/#/aave.eth/proposal/0xb0bfe6dcf39287e5af18fcd0cc3ed80506314a2f89735379d597f430ae5bd5c7,,636.0,2190,574,573,2,20,90,360,485,1834,0.185185,0.196185,0.021978,0.055402,8,62,108,33,0.362637,0.299169,"The author of this proposal wants to stop using the old Aave V1 platform for cryptocurrency transactions and wants everyone to switch to the newer, better versions - Aave V2 or Aave V3. As Aave V1...","This proposal suggests a plan to close down Aave V1, an older version of the Aave decentralized finance platform. Users have had enough time to move their assets to the newer versions, Aave V2 and..."
600,715,Liquidity provision : Reimbursement of the DAO,29,This proposal is about using funds from the DAO wallet (about 5 million dollars worth of GHST and DAI) to reimburse the DAO for liquidity added when closing a curve. There are two options for reim...,This proposal is about using funds from the DAO wallet (about 5 million dollars worth of GHST and DAI) to reimburse the DAO for liquidity added when closing a curve.  There are two options for rei...,Author: Maxicrouton1596. GotchiID: 13306. Quorum requirement: 20% (9M) Vote duration: 7 days. XP Reward: 20 XP for each Aavegotchi in the voters wallet. Discourse Thread: [link] Hello Frens! Littl...,1679901080000,1680505860000,0x50f461F471e7dCe973e27f0e319eBe868135D764,1679901304903,0x483f8705d55038ccbcbc20ed723b538034c0f768bda2ec749b2738dafc418940,,https://snapshot.org/#/aavegotchi.eth/proposal/0x483f8705d55038ccbcbc20ed723b538034c0f768bda2ec749b2738dafc418940,,638.0,2214,741,739,4,17,136,421,610,1798,0.222586,0.234019,0.029197,0.040284,26,114,151,47,0.343066,0.357820,The proposal from Maxicrouton1596 revolves around reimbursing the DAO wallet with $5M that was previously borrowed for certain liquidity initiatives. The community needs to decide between reimburs...,"Hello everyone! This is a summary of the current situation regarding the $7.5 million liquidity allocation from the Curve closing. So far, $5 million has been used from the DAO wallet for the Quic..."
601,716,Liquidity provision : Adding the 2M$5 left in a Quickswap pool,29,"This passage is about a proposal for the Aavegotchi DAO to use 2.5 million dollars' worth of DAI to add liquidity on Balancer and Quickswap, with 50% of that amount used to purchase GHST tokens an...","This passage is about a proposal for the Aavegotchi DAO to use 2.5 million dollars' worth of DAI to add liquidity on Balancer and Quickswap, with 50% of that amount used to purchase GHST tokens an...",Author: Maxicrouton1596. GotchiID: 13306. Quorum requirement: 20% (9M) Vote duration: 7 days. XP Reward: 20 XP for each Aavegotchi in the voters wallet. Discourse Thread: [link] Hello Frens! Littl...,1679901298000,1680506040000,0x50f461F471e7dCe973e27f0e319eBe868135D764,1679902204153,0x311efd4b571ade64041f1859adede6511aaefaf9e9380a7895b5fd7b3680694d,,https://snapshot.org/#/aavegotchi.eth/proposal/0x311efd4b571ade64041f1859adede6511aaefaf9e9380a7895b5fd7b3680694d,,639.0,1392,556,556,3,15,98,250,460,1139,0.212581,0.219298,0.030303,0.059761,9,69,88,41,0.414141,0.350598,Author Maxicrouton1596 proposes to use half of the remaining 2.5 million DAI (about $2.5 million) from the 7M5$ liquidity fund to buy GHST cryptocurrency. The purchased GHST would then be mixed wi...,"Hello everyone! Just wanted to give you an update on the liquidity allocation from the curve closing. So far, we have used $5 million for the Quickswap LM program and the Balancer pool. We have $2..."
602,717,Execution of the proposal: Purchase $OPIUM Option Call,8,"The proposal is about launching a liquidity mining campaign on a covered-call pool, where people can earn premiums (in $Opium) if the market price of $Opium is less than its strike price. The Opiu...","The proposal is about launching a liquidity mining campaign on a covered-call pool, where people can earn premiums (in $Opium) if the market price of $Opium is less than its strike price. The Opiu...","Note: Its a a recurring proposal. Summary. A few months ago it was launched a decentralized $Opium covered-call strategy, where pool stakers can obtain a position that allows them to earn a premiu...",1679896800000,1680069600000,0x84E94F8032b3F9fEc34EE05F192Ad57003337988,1679907607517,0x8ed225df0346015e0dab8908a2e687f2aed27fe5e065d953d88e4eb91540ca08,https://forum.opium.network/t/proposal-run-liquidity-mining-campaign-on-opium-option-call-pool/255,https://snapshot.org/#/opiumprotocol.eth/proposal/0x8ed225df0346015e0dab8908a2e687f2aed27fe5e065d953d88e4eb91540ca08,,640.0,1054,491,491,3,10,81,175,412,882,0.196126,0.198188,0.036585,0.056818,11,30,66,32,0.390244,0.375000,"We're putting forward a plan to motivate more people to join the $Opium option call pool, a system where you can earn money if $Opium's market price is lower than a set price. We want the Opium Ec...","The Opium team wants to incentivize people to participate in the decentralized $Opium covered-call strategy by offering them a premium in $Opium tokens. To do this, they propose using the Opium Ec..."
603,718,[GIP-49] Extend GEAR/WETH Liquidity Mining,26,"This proposal is about reducing the amount of GEAR used for liquidity mining from 6.66m to 3.33m per month, and extending the program indefinitely until further notice. The current GEAR/WETH liqui...","This proposal is about reducing the amount of GEAR used for liquidity mining from 6.66m to 3.33m per month, and extending the program indefinitely until further notice. The current GEAR/WETH liqui...",Proposal. Reduce the current GEAR/WETH liquidity mining program from 6.66m GEAR/month to 3.33m GEAR/month. Utilize the remaining GEAR from the currently approved liquidity mining program until gon...,1679922480000,1680181680000,0xeEEC0e4927704ab3BBE5df7F4EfFa818b43665a3,1679922908394,0xa7ff4a10a0331425861f0720fae182f08dc28bac1768124cac258efdd34f5853,https://gov.gearbox.fi/t/gip-49-extend-gear-weth-liquidity-mining/2391,https://snapshot.org/#/gearbox.eth/proposal/0xa7ff4a10a0331425861f0720fae182f08dc28bac1768124cac258efdd34f5853,,641.0,3275,613,612,3,28,105,563,514,2751,0.203883,0.204578,0.028302,0.049645,16,149,177,37,0.349057,0.313830,"This proposal suggests cutting the current GEAR/WETH liquidity mining program, (a system where GEAR tokens are earned by supplying liquidity to the GEAR/WETH trading pool) in half, from 6.66 milli...","The proposal suggests reducing the current GEAR/WETH liquidity mining program from 6.66m GEAR/month to 3.33m GEAR/month. This would be done by using up the remaining GEAR from the current program,..."
604,719,[ARFC] - Configure Isolation Mode Borrowable Assets - V3 Ethereum,3,"This proposal is recommending that four different stablecoins (USDC, USDT, DAI and LUSD) be listed as borrowable assets in Isolation Mode on Ethereum V3. They are proposing this because these four...","This proposal is recommending that four different stablecoins (USDC, USDT, DAI and LUSD) be listed as borrowable assets in Isolation Mode on Ethereum V3. They are proposing this because these four...","Summary. At the time of the launch of V3 Ethereum, no assets were configured as borrowable in Isolation Mode. In this proposal, Chaos Labs recommends enabling all stablecoins listed on V3 Ethereum...",1680022800000,1680282000000,0xc3c0f1E5D497dc6E6FAc9F8fBB548806a7e72CC0,1679936410057,0xef5eed1bdda3a7d6ea2b37b09c7de1960530bb54f24ddc6c7b002447251b6bb4,https://governance.aave.com/t/arfc-configure-isolation-mode-borrowable-assets-v3-ethereum/12420,https://snapshot.org/#/aave.eth/proposal/0xef5eed1bdda3a7d6ea2b37b09c7de1960530bb54f24ddc6c7b002447251b6bb4,,642.0,1376,539,537,4,13,79,210,460,1159,0.171367,0.181034,0.050000,0.061611,11,122,57,28,0.350000,0.270142,"Chaos Labs suggests making all stablecoins listed on V3 Ethereum available to borrow in Isolation Mode, which is a safety measure against high volatility. This is mainly because stablecoins are le...","Chaos Labs suggests allowing all stablecoins listed on V3 Ethereum to be borrowed in isolation mode. This is because stablecoins have low volatility, making them less likely to cause liquidation a..."
605,720,[ARFC] - Chaos Labs Risk Parameter Updates - Aave V3 Optimism - 2023.03.22,3,"This proposal is about adjusting five (5) different risk parameters across two (2) Aave V3 Optimism assets, including the Loan-to-Value, Liquidation Threshold, and Liquidation Bonus. These paramet...","This proposal is about adjusting five (5) different risk parameters across two (2) Aave V3 Optimism assets, including the Loan-to-Value, Liquidation Threshold, and Liquidation Bonus. These paramet...","Simple Summary. A proposal to adjust five (5) total risk parameters, including Loan-to-Value, Liquidation Threshold, and Liquidation Bonus, across two (2) Aave V3 Optimism assets. Motivation. Chao...",1680022800000,1680282000000,0xc3c0f1E5D497dc6E6FAc9F8fBB548806a7e72CC0,1679937304336,0x774c478f3adf4b238c73180b5adad589e008c6857b5e514ae5213ecf67c5c81f,https://governance.aave.com/t/arfc-chaos-labs-risk-parameter-updates-aave-v3-optimism-2023-03-22/12421,https://snapshot.org/#/aave.eth/proposal/0x774c478f3adf4b238c73180b5adad589e008c6857b5e514ae5213ecf67c5c81f,,643.0,3582,851,851,5,18,133,556,722,3010,0.183956,0.184656,0.037313,0.032316,19,226,190,49,0.365672,0.341113,We are suggesting a few changes that will improve how much you can borrow on the Aave V3 platform when using WBTC (Wrapped Bitcoin) and DAI. Our advanced simulations show that if we make these cha...,"The proposal suggests adjusting certain risk parameters for two Aave V3 Optimism assets, WBTC and DAI, in order to improve the efficiency of the system without increasing the risk of losses. The s..."
606,721,GIP-83: Should GnosisDAO fund decentralized alternatives of Gnosis Chain pruned and archival RPC endpoints from Pocket Network f,30,This proposal is about having an agreement between Pocket Network and GnosisDAO to provide decentralized and reliable access to the Gnosis Chain through the Pocket Network protocol. This will allo...,This proposal is about having an agreement between Pocket Network and GnosisDAO to provide decentralized and reliable access to the Gnosis Chain through the Pocket Network protocol. This will allo...,[link] Service Agreement for Decentralized RPC Access of Gnosis Chain through the Pocket Network protocol. Category. Service Agreements - Decentralized Gnosis Chain Public RPCs powered by Pocket N...,1679939526000,1680544326000,0xa48168C3D73De7B4Fed96383E2BeF8e53443A263,1679940007412,0x9ddbd422d2bf3aee2ff225a62e7576843b26118ffa9de2f1cf08dc7da0ee0203,https://forum.gnosis.io/t/gip-83-should-gnosisdao-fund-decentralized-alternatives-of-gnosis-chain-pruned-and-archival-rpc-endpoints-from-pocket-network-for-18-months,https://snapshot.org/#/gnosis.eth/proposal/0x9ddbd422d2bf3aee2ff225a62e7576843b26118ffa9de2f1cf08dc7da0ee0203,,644.0,6319,741,741,5,51,118,1010,626,5343,0.188198,0.188997,0.042017,0.050445,10,226,291,41,0.344538,0.287834,"Pocket Network, a decentralised protocol focused on blockchain development, is proposing an 18-month service contract with Gnosis Chain to maintain public access to Decentralized RPC endpoints. Th...",This proposal suggests an agreement between Gnosis Chain and Pocket Network to provide decentralized RPC access to Gnosis Chain through the Pocket Network protocol. The goal is to create reliable ...
607,722,[FIP -200] Add eUSD-FRAXBP,14,This proposal is about adding eUSD/FraxBP (a type of digital currency) to the FXS gauge controller. The eUSD is a RToken (digitally-backed asset) that is fully backed by diversified stable assets ...,This proposal is about adding eUSD/FraxBP (a type of digital currency) to the FXS gauge controller. The eUSD is a RToken (digitally-backed asset) that is fully backed by diversified stable assets ...,Summary. Proposal to add eUSD/FraxBP to FXS gauge controller. Curve Pool Address: [[link]]([link]) Pool / Token: [hexadecimals] Motivation: eUSD would be second pool from Reserve that has partnere...,1679947157000,1680379157000,0xc3d6f21c79C2567A1858d8b93a4EDBD9dB399d9d,1679947209448,0xd9c7310812136692b34d217d1f7e1d3955698535f4edc306b9226188d95fe725,https://gov.frax.finance/t/fip-200-add-eusd-fraxbp/2234,https://snapshot.org/#/frax.eth/proposal/0xd9c7310812136692b34d217d1f7e1d3955698535f4edc306b9226188d95fe725,,645.0,794,515,514,3,11,88,122,430,674,0.204176,0.180741,0.033708,0.089431,15,34,36,31,0.348315,0.292683,"This proposal suggests adding eUSD/FraxBP to the FXS gauge controller, blending eUSD (an RToken fully secured by stable assets and RSR) and Frax. This would be the second time FRAX has teamed up w...","This proposal suggests adding eUSD/FraxBP to the FXS gauge controller, which would create a pool for trading these tokens on the Curve platform. eUSD is the first RToken deployed on the Reserve pr..."
608,725,[FIP - 203] Deploy Fraxferry for frxETH ( zkSync ),14,"This proposal is about deploying Fraxferry, which is a secure method of bridging tokens between Ethereum Mainnet and zkSync Chain. It will involve two token addresses - [hexadecimals] (frxETH) on ...","This proposal is about deploying Fraxferry, which is a secure method of bridging tokens between Ethereum Mainnet and zkSync Chain. It will involve two token addresses - 0x5E8422345238F342758880490...","Authors. Frax Core Team. Summary. Deploy Fraxferry for frxETH between Ethereum Mainnet and zkSync Chain, with the following details: |Parameter|Value| | --- | --- | |Ethereum Token address|[hexade...",1679948650000,1680380650000,0xc3d6f21c79C2567A1858d8b93a4EDBD9dB399d9d,1679949006802,0x42c1625d8d23c01ce5ffee4c8de06177c0bd56673d0383998c16007e2aa86f05,https://gov.frax.finance/t/fip-201-204-deploy-fraxferry-for-a-new-chain-zksync/2238,https://snapshot.org/#/frax.eth/proposal/0x42c1625d8d23c01ce5ffee4c8de06177c0bd56673d0383998c16007e2aa86f05,,649.0,685,526,498,4,7,82,96,417,593,0.196172,0.161616,0.048193,0.072165,13,56,27,30,0.361446,0.278351,"The Frax Core Team is proposing to launch Fraxferry for frxETH. This service will bridge the gap between the Ethereum Mainnet and the zkSync Chain, making it easier to use Frax-related tokens acro...","The Frax Core Team is proposing to deploy Fraxferry, a solution that makes it easier to transfer frxETH between the Ethereum Mainnet and zkSync Chain. This will be done using specific token addres..."
609,726,[FIP - 204] Deploy Fraxferry for sfrxETH ( zkSync ),14,"This proposal is about deploying Fraxferry to bridge the sfrxETH token between Ethereum Mainnet and zkSync chain. The parameters for this process are listed in the table, such as the Ethereum Toke...","This proposal is about deploying Fraxferry to bridge the sfrxETH token between Ethereum Mainnet and zkSync chain. The parameters for this process are listed in the table, such as the Ethereum Toke...","Authors. Frax Core Team. Summary. Deploy Fraxferry for sfrxETH between Ethereum Mainnet and zkSync Chain, with the following details: |Parameter|Value| | --- | --- | |Ethereum Token address|[hexad...",1679948746000,1680380746000,0xc3d6f21c79C2567A1858d8b93a4EDBD9dB399d9d,1679949007459,0x90bdc9d38f95dc1075097a80d785c5a4b55902c2e4b68901bcd24d44135927a1,https://gov.frax.finance/t/fip-201-204-deploy-fraxferry-for-a-new-chain-zksync/2238,https://snapshot.org/#/frax.eth/proposal/0x90bdc9d38f95dc1075097a80d785c5a4b55902c2e4b68901bcd24d44135927a1,,648.0,688,451,423,3,7,64,96,360,596,0.177285,0.160804,0.046154,0.072165,17,56,27,25,0.384615,0.278351,"The Frax team wants to introduce a system called Fraxferry for the sfrxETH token, which will allow the token to seamlessly move between the Ethereum Mainnet and the zkSync Chain. This is meant to ...","The Frax Core Team proposes to deploy Fraxferry, a system that allows for the transfer of sfrxETH tokens between the Ethereum Mainnet and the zkSync Chain. This will make it easier to use Frax-rel..."
610,727,[FIP - 201] Deploy Fraxferry for FRAX ( zkSync ),14,"The proposal is about deploying Fraxferry, which is a system that simplifies the process of transferring tokens between Ethereum Mainnet and zkSync Chain. The details of the deployment are listed ...","The proposal is about deploying Fraxferry, which is a system that simplifies the process of transferring tokens between Ethereum Mainnet and zkSync Chain. The details of the deployment are listed ...","Authors. Frax Core Team. Summary. Deploy Fraxferry for FRAX between Ethereum Mainnet and zkSync Chain, with the following details: |Parameter|Value| | --- | --- | |Ethereum Token address|[hexadeci...",1679948366000,1680380366000,0xc3d6f21c79C2567A1858d8b93a4EDBD9dB399d9d,1679949007594,0x02a84e3a2117beabf60f99e57c51c461c9a0ed37a68f33f17ae985dd0c30ba7a,https://gov.frax.finance/t/fip-201-204-deploy-fraxferry-for-a-new-chain-zksync/2238,https://snapshot.org/#/frax.eth/proposal/0x02a84e3a2117beabf60f99e57c51c461c9a0ed37a68f33f17ae985dd0c30ba7a,,647.0,679,473,445,3,7,69,96,376,587,0.183024,0.163265,0.042857,0.072165,15,56,27,28,0.400000,0.278351,The Frax Core Team is proposing to introduce a system called Fraxferry for the FRAX token that would work between the Ethereum Mainnet and zkSync Chain. The goal of Fraxferry is to make it simpler...,"The proposal suggests deploying Fraxferry, a tool created by the Frax Core Team, to facilitate the transfer of FRAX tokens between the Ethereum Mainnet and the zkSync Chain. This will help in simp..."
611,728,[FIP - 202] Deploy Fraxferry for FXS ( zkSync ),14,"The proposal is about deploying Fraxferry, a cross-chain bridging solution for assets, to allow the transfer of FXS tokens between Ethereum Mainnet and zkSync Chain. The specific parameters to be ...","The proposal is about deploying Fraxferry, a cross-chain bridging solution for assets, to allow the transfer of FXS tokens between Ethereum Mainnet and zkSync Chain. The specific parameters to be ...","Authors. Frax Core Team. Summary. Deploy Fraxferry for FXS between Ethereum Mainnet and zkSync Chain, with the following details: |Parameter|Value| | --- | --- | |Ethereum Token address|[hexadecim...",1679948525000,1680380525000,0xc3d6f21c79C2567A1858d8b93a4EDBD9dB399d9d,1679949008412,0x5e1e7258cd891388bcbc72139d26e222ed5f09349f6e32d4b99cb4a5561ecf5d,https://gov.frax.finance/t/fip-201-204-deploy-fraxferry-for-a-new-chain-zksync/2238,https://snapshot.org/#/frax.eth/proposal/0x5e1e7258cd891388bcbc72139d26e222ed5f09349f6e32d4b99cb4a5561ecf5d,,646.0,676,318,318,2,7,54,96,266,584,0.202247,0.164103,0.036364,0.072165,6,56,27,20,0.363636,0.278351,"The Frax Core Team proposes to establish Fraxferry for the FXS token, bridging it between the Ethereum Mainnet and the zkSync Chain. Fraxferry is a tool designed to streamline and secure the movem...","The proposal suggests deploying Fraxferry, a tool developed by the Frax Core Team, to allow the transfer of FXS tokens between the Ethereum Mainnet and zkSync Chain. Fraxferry aims to simplify cro..."
612,729,BanklessDAO Governance Department Instantiation,22,This proposal is suggesting that BanklessDAO create a Governance Department. This department will be responsible for developing and managing governance processes and procedures for the organizatio...,This proposal is suggesting that BanklessDAO create a Governance Department. This department will be responsible for developing and managing governance processes and procedures for the organizatio...,"Title: BanklessDAO Governance Department Instantiation. Proposal Champion: Jengajojo, Icedcool. Date: Mar 27, 2023. Forum Post: [Link]([link]) --- SUMMARY. This Snapshot is a vote to formally inst...",1679968800000,1680573600000,0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D,1679950806994,0xadbd02bd8aa0f6ae7c78f8b48dad2d4e9f91912b2cab5e264ae0dcc24b4f0f72,https://forum.bankless.community/t/v2-establish-and-fund-a-governance-department/5178,https://snapshot.org/#/banklessvault.eth/proposal/0xadbd02bd8aa0f6ae7c78f8b48dad2d4e9f91912b2cab5e264ae0dcc24b4f0f72,,650.0,621,551,550,5,11,81,83,470,541,0.171975,0.153137,0.060976,0.130952,15,38,25,33,0.402439,0.297619,"This proposal, led by Jengajojo and Icedcool, suggests creating an official Governance Department within BanklessDAO. This new department would help to organize and guide the decision-making metho...",This proposal is about creating a Governance Department at BanklessDAO. The department will be responsible for managing the development of governance processes and procedures within the organizati...
613,730,[TEMP CHECK] Aave V3 deployment on BNB Chain,3,"This Temperature Check is a proposal to deploy Aave V3 on the Binance Chain (BNB) in order to access their large user base and DeFi ecosystem. It would benefit both Aave and BNB, with Aave gaining...","This Temperature Check is a proposal to deploy Aave V3 on the Binance Chain (BNB) in order to access their large user base and DeFi ecosystem. It would benefit both Aave and BNB, with Aave gaining...",- -- Title: [TEMP CHECK] Aave V3 deployment on BNB Chain. Author: @marczeller - Aave-Chan Initiative Date: 2023-03-22. - -- Simple Summary This Temperature Check seeks community input on the possi...,1680076800000,1680336000000,0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,1679994007579,0x4579b562a4ea07c52871f724a8baf156514a97384e9427156d04fb6f0ae91515,https://governance.aave.com/t/temp-check-aave-v3-deployment-on-bnb-chain/12412,https://snapshot.org/#/aave.eth/proposal/0x4579b562a4ea07c52871f724a8baf156514a97384e9427156d04fb6f0ae91515,,652.0,3227,696,696,4,19,119,524,579,2587,0.205172,0.202473,0.033333,0.036190,14,317,105,46,0.383333,0.200000,"The author of this proposal is considering introducing Aave V3, a financial protocol, to the BNB Chain, a thriving blockchain network. They believe this has potential benefits for both parties. Aa...","This proposal suggests deploying Aave V3, a cryptocurrency lending and borrowing platform, on the BNB Chain. By doing so, Aave can tap into BNB Chain's growing DeFi ecosystem and user base. BNB Ch..."
614,732,"BIP-20: Adjustments to Bybit Contributions to the BitDAO Treasury to Improve Tokenomics, Project Focus, and Decentralization",20,"This proposal is to adjust the way BitDAO distributes its native token, $BIT. Instead of using a dynamic approach that relies on Bybits trading volume, this proposal suggests switching to a fixed ...","This proposal is to adjust the way BitDAO distributes its native token, $BIT. Instead of using a dynamic approach that relies on Bybit's trading volume, this proposal suggests switching to a fixed...","This proposal is authored by [cateatpeanut]([link]) Objectives. Since BitDAOs launch in July 2021, we have explored various strategies, and received datapoints from community feedback, price perfo...",1680064590000,1680669390000,0xb73eaAC0215B57B31ca041d9c9700adB7013b556,1680065108291,0x6ebdd692948cb84ef2f1855718ffd4aa6421c092a656825870f70b2c27485040,https://discourse.bitdao.io/t/discussion-adjustments-to-bybit-contributions-to-the-bitdao-treasury-to-improve-tokenomics-project-focus-and-decentralization/4876/1,https://snapshot.org/#/bitdao.eth/proposal/0x6ebdd692948cb84ef2f1855718ffd4aa6421c092a656825870f70b2c27485040,,656.0,5641,693,692,4,46,108,874,587,4822,0.183673,0.181215,0.036697,0.052571,13,279,257,37,0.339450,0.293714,The author suggests refining BitDAO's strategies to enhance its competitive strength and long-term success. This is done by focusing more on product and user growth and less on treasury growth and...,"This proposal aims to address some key issues with BitDAO and make adjustments to improve its long-term success. The main issues are the lack of focus in strategies, the unpredictable nature of th..."
615,733,TAP-22 - Treasury Segmentation,18,"This proposal is about restructuring the Olympus DAO Multisig so that it creates transparent and separate ledgers for Treasury Assets, Working Capital, and other assets. The multisig will remain 4...","This proposal is about restructuring the Olympus DAO Multisig so that it creates transparent and separate ledgers for Treasury Assets, Working Capital, and other assets. The multisig will remain 4...","Summary: Restructure Olympus DAO Multisig by redistributing the Treasury Funds Ledger, the Contract Structure Governor and Olympus DAO runway working capital. (Visualization can be seen here: Visu...",1680101033000,1680360233000,0x389b11C4fA4b95bCc252A2B20Bb62310Fbc36746,1680101108733,0xebd3cf4c019ddf8eb637c816379c8b464fc20ee78284a129bbeb1456370f8c0d,https://forum.olympusdao.finance/d/2324-tap-22-treasury-segmentation,https://snapshot.org/#/olympusdao.eth/proposal/0xebd3cf4c019ddf8eb637c816379c8b464fc20ee78284a129bbeb1456370f8c0d,,658.0,3376,534,534,4,40,84,528,452,2865,0.185430,0.184229,0.047059,0.075614,8,177,149,32,0.376471,0.281664,"The Olympus DAO is planning to reorganize its operations by dividing its funds into separate groups, each with its own unique multisig (multi-signature requirement access controls). These groups i...","This proposal suggests restructuring the Olympus DAO Multisig by dividing the treasury funds into separate ledgers for transparency. The main multisig, known as the \"DAO Multisig,\" currently manag..."
